type,state,regiment_or_battery,brigade,division,corps,army,july1_Commander,Cdr_casualty,men,killed,wounded,captured,missing,total_casualties,3inch_rifles,4.5inch_rifles,10lb_parrots,12lb_howitzers,12lb_napoleons,6lb_howitzers,24lb_howitzers,20lb_parrots,12lb_whitworths,14lb_rifles,total_guns
Infantry,Pennsylvania,11th,Baxter,Robinson,Reynolds,Union,COL Richard Coulter,wounded,270,13,62,3,58,136,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,88th,Baxter,Robinson,Reynolds,Union,MAJ Benezet Foust,wounded,273,10,52,0,48,110,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,90th,Baxter,Robinson,Reynolds,Union,COL Peter Lyle,no,208,12,42,0,36,90,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,121st,Rowley,Doubleday,Reynolds,Union,COL Chapman Biddle,wounded,263,29,89,5,51,174,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,142nd,Rowley,Doubleday,Reynolds,Union,COL Robert Cummins,mortally wounded,336,46,105,4,68,223,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,151st,Rowley,Doubleday,Reynolds,Union,LTC George McFarland,wounded,467,80,139,86,82,387,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,"80th,  20th Militia",Rowley,Doubleday,Reynolds,Union,COL Theodore Gates,no,287,38,88,22,32,180,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,143rd,Stone,Doubleday,Reynolds,Union,COL Edmund Dana,no,465,40,106,0,105,251,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,149th,Stone,Doubleday,Reynolds,Union,LTC Walton Dwight,wounded,450,67,181,5,59,312,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,150th,Stone,Doubleday,Reynolds,Union,COL Langhorne Wister,wounded,400,56,146,15,75,292,0,0,0,0,0,0,0,0,0,0,0
Infantry,Vermont,13th,Stannard,Doubleday,Reynolds,Union,COL Francis Randall,no,636,22,85,0,24,131,0,0,0,0,0,0,0,0,0,0,0
Infantry,Vermont,14th,Stannard,Doubleday,Reynolds,Union,COL William Nichols,no,647,30,70,0,18,118,0,0,0,0,0,0,0,0,0,0,0
Infantry,Vermont,16th,Stannard,Doubleday,Reynolds,Union,COL Wheelock Veazey,no,661,25,82,0,20,127,0,0,0,0,0,0,0,0,0,0,0
Artillery,US,"Battery B,  4th",Wainwright,Artillery_Bde,Reynolds,Union,LT James Stewart,no,123,4,28,1,3,36,0,0,0,0,6,0,0,0,0,0,6
Artillery,Maine,"Battery B,  2nd  Light",Wainwright,Artillery_Bde,Reynolds,Union,CPT James Hall,no,117,0,17,0,1,18,6,0,0,0,0,0,0,0,0,0,6
Artillery,Maine,"Battery E,  5th  Light",Wainwright,Artillery_Bde,Reynolds,Union,CPT Greenleaf Stevens,wounded,119,4,12,0,6,22,0,0,0,0,6,0,0,0,0,0,6
Artillery,New York,"Battery E and L,  1st  Light",Wainwright,Artillery_Bde,Reynolds,Union,CPT Gilbert Reynolds,wounded,124,2,14,0,0,16,6,0,0,0,0,0,0,0,0,0,6
Artillery,Pennsylvania,"Battery B,  1st  Light",Wainwright,Artillery_Bde,Reynolds,Union,CPT James Cooper,no,106,3,9,0,0,12,4,0,0,0,0,0,0,0,0,0,4
Infantry,New Hampshire,5th,Cross,Caldwell,Hancock,Union,LTC Charles Hapgood,no,179,33,50,0,0,83,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,61st,Cross,Caldwell,Hancock,Union,LTC K Oscar Broady,no,104,16,46,0,0,62,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,81st,Cross,Caldwell,Hancock,Union,LTC Amos Stroh,no,175,12,46,0,4,62,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,148th,Cross,Caldwell,Hancock,Union,LTC Robert McFarlane,no,392,30,102,2,3,137,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,28th,Kelly,Caldwell,Hancock,Union,COL Richard Byrnes,no,224,13,58,5,30,106,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,63rd,Kelly,Caldwell,Hancock,Union,LTC Richard Bentley,wounded,75,8,8,1,5,22,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,69th,Kelly,Caldwell,Hancock,Union,CPT Richard Moroney,wounded,75,4,19,1,4,28,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,88th,Kelly,Caldwell,Hancock,Union,CPT Denis Burke,no,90,6,17,1,4,28,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,116th,Kelly,Caldwell,Hancock,Union,MAJ St. Clair Mulholland,no,66,11,20,1,5,37,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,52nd,Zook,Caldwell,Hancock,Union,LTC Charles Freudenberg,wounded,134,5,23,1,8,37,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,57th,Zook,Caldwell,Hancock,Union,LTC Alford Chapman,no,175,5,26,3,1,35,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,66th,Zook,Caldwell,Hancock,Union,COL Orlando Morris,wounded,147,7,31,0,10,48,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,140th,Zook,Caldwell,Hancock,Union,COL Richard Roberts,killed,514,60,132,6,32,230,0,0,0,0,0,0,0,0,0,0,0
Infantry,Connecticut,27th,Brooke,Caldwell,Hancock,Union,LTC Henry Merwin,killed,75,21,13,2,3,39,0,0,0,0,0,0,0,0,0,0,0
Infantry,Delaware,2nd,Brooke,Caldwell,Hancock,Union,COL William Baily,no,234,17,55,0,12,84,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,64th,Brooke,Caldwell,Hancock,Union,COL Daniel Bingham,wounded,204,24,60,0,18,102,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,53rd,Brooke,Caldwell,Hancock,Union,LTC Richard McMichael,no,135,14,62,1,2,79,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,145th,Brooke,Caldwell,Hancock,Union,COL Hiram Brown,wounded,202,26,52,0,7,85,0,0,0,0,0,0,0,0,0,0,0
Infantry,Maine,19th,Harrow,Gibbon,Hancock,Union,COL Francis Heath,no,439,66,145,0,0,211,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,15th,Harrow,Gibbon,Hancock,Union,COL George Ward,mortally wounded,239,35,80,1,28,144,0,0,0,0,0,0,0,0,0,0,0
Infantry,Minnesota,1st,Harrow,Gibbon,Hancock,Union,COL William Covill,wounded,297,75,161,1,0,237,0,0,0,0,0,0,0,0,0,0,0
Infantry,Minnesota,"2nd  Co,  sharpshooters",Harrow,Gibbon,Hancock,Union,CPT Nathan Messick,killed,33,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,82nd,Harrow,Gibbon,Hancock,Union,LTC James Huston,killed,355,58,130,1,10,199,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,69th,Webb,Gibbon,Hancock,Union,COL Dennis O'Kane,mortally wounded,284,55,73,0,16,144,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,71st,Webb,Gibbon,Hancock,Union,COL Richard Penn Smith,no,261,25,57,1,19,102,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,72nd,Webb,Gibbon,Hancock,Union,COL De Witt Baxter,wounded,380,65,132,0,0,197,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,106th,Webb,Gibbon,Hancock,Union,LTC William Curry,no,280,11,52,1,1,65,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,19th,Hall,Gibbon,Hancock,Union,COL Arthur Devereux,no,163,15,65,0,1,81,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,20th,Hall,Gibbon,Hancock,Union,COL Paul Revere,mortally wounded,243,43,80,3,2,128,0,0,0,0,0,0,0,0,0,0,0
Infantry,Michigan,7th,Hall,Gibbon,Hancock,Union,"LTC Amos Steele, Jr.",killed,165,25,42,0,0,67,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,42nd,Hall,Gibbon,Hancock,Union,COL James Mallon,no,197,28,47,1,0,76,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,59th,Hall,Gibbon,Hancock,Union,LTC Max Thoman,mortally wounded,152,12,27,0,1,40,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,"1st  Co,  sharpshooters",Hall,Gibbon,Hancock,Union,CPT William Plumer,no,50,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Infantry,Indiana,14th,Carroll,Hays,Hancock,Union,COL John Coons,no,191,9,22,0,0,31,0,0,0,0,0,0,0,0,0,0,0
Infantry,Ohio,4th,Carroll,Hays,Hancock,Union,LTC Leonard Carpenter,no,299,12,15,0,6,33,0,0,0,0,0,0,0,0,0,0,0
Infantry,Ohio,8th,Carroll,Hays,Hancock,Union,LTC Franklin Sawyer,no,209,28,76,0,1,105,0,0,0,0,0,0,0,0,0,0,0
Infantry,West Virginia,7th,Carroll,Hays,Hancock,Union,LTC Jonathan Lockwood,no,234,9,34,0,1,44,0,0,0,0,0,0,0,0,0,0,0
Infantry,Connecticut,14th,Smyth,Hays,Hancock,Union,MAJ Theodore Ellis,no,172,14,50,1,4,69,0,0,0,0,0,0,0,0,0,0,0
Infantry,Delaware,1st,Smyth,Hays,Hancock,Union,LTC Edward Harris,no,251,15,49,0,13,77,0,0,0,0,0,0,0,0,0,0,0
Infantry,New Jersey,12th,Smyth,Hays,Hancock,Union,MAJ John Hill,no,444,27,81,0,9,117,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,108th,Smyth,Hays,Hancock,Union,LTC Francis Pierce,no,200,19,90,0,0,109,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,39th,Willard,Hays,Hancock,Union,MAJ Hugo Hildebrandt,wounded,269,25,68,1,0,94,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,111th,Willard,Hays,Hancock,Union,COL Clinton MacDougall,wounded,390,100,145,1,4,250,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,125th,Willard,Hays,Hancock,Union,LTC Levin Crandell,no,392,41,98,1,8,148,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,126th,Willard,Hays,Hancock,Union,COL Eliakim Sherrill,mortally wounded,455,65,162,3,4,234,0,0,0,0,0,0,0,0,0,0,0
Artillery,US,"Battery I,  1st",Hazard,Artillery_Bde,Hancock,Union,LT George Woodruff,mortally wounded,112,5,20,0,0,25,0,0,0,0,6,0,0,0,0,0,6
Artillery,US,"Battery A,  4th",Hazard,Artillery_Bde,Hancock,Union,LT Alonzo Cushing,killed,126,10,31,0,0,41,6,0,0,0,0,0,0,0,0,0,6
Artillery,New York,"Battery B,  1st  Light",Hazard,Artillery_Bde,Hancock,Union,LT Albert Sheldon,wounded,117,11,15,0,0,26,0,0,4,0,0,0,0,0,0,0,4
Artillery,Rhode Island,"Battery A,  1st  Light",Hazard,Artillery_Bde,Hancock,Union,CPT William Arnold,no,117,5,29,0,0,34,6,0,0,0,0,0,0,0,0,0,6
Artillery,Rhode Island,"Battery B,  1st  Light",Hazard,Artillery_Bde,Hancock,Union,LT T. Fred Brown,wounded,129,7,18,0,2,27,0,0,0,0,6,0,0,0,0,0,6
Infantry,Pennsylvania,57th,Graham,Birney,Sickles,Union,COL Peter Sides,wounded,207,18,41,2,54,115,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,63rd,Graham,Birney,Sickles,Union,MAJ John Danks,no,246,3,29,0,3,35,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,68th,Graham,Birney,Sickles,Union,COL Andrew Tippin,no,320,46,94,1,10,151,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,105th,Graham,Birney,Sickles,Union,COL Calvin Craig,no,274,20,106,1,4,131,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,114th,Graham,Birney,Sickles,Union,LTC Frederick Cavada,captured,259,20,74,1,54,149,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,141st,Graham,Birney,Sickles,Union,COL Henry Madill,no,209,48,91,2,12,153,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,"1st,  Sharpshooters",Ward,Birney,Sickles,Union,COL Hiram Berdan,no,312,10,34,3,10,57,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,2nd  Sharpshooters,Ward,Birney,Sickles,Union,MAJ Homer Stoughton,no,169,7,21,2,17,47,0,0,0,0,0,0,0,0,0,0,0
Infantry,Indiana,20th,Ward,Birney,Sickles,Union,COL John Wheeler,killed,401,40,98,0,22,160,0,0,0,0,0,0,0,0,0,0,0
Infantry,Maine,3rd,Ward,Birney,Sickles,Union,COL Moses Lakeman,no,210,31,52,3,40,126,0,0,0,0,0,0,0,0,0,0,0
Infantry,Maine,4th,Ward,Birney,Sickles,Union,COL Elijah Walker,wounded,287,24,47,7,67,145,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,86th,Ward,Birney,Sickles,Union,LTC Benjamin Higgins,no,287,20,44,1,5,70,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,124th,Ward,Birney,Sickles,Union,COL Augustus Van Horne Ellis,killed,238,35,58,2,2,97,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,99th,Ward,Birney,Sickles,Union,MAJ John Moore,no,277,44,60,3,7,114,0,0,0,0,0,0,0,0,0,0,0
Infantry,Maine,17th,de Trobriand,Birney,Sickles,Union,LTC Charles Merrill,no,350,41,93,1,1,136,0,0,0,0,0,0,0,0,0,0,0
Infantry,Michigan,3rd,de Trobriand,Birney,Sickles,Union,LTC Byron Pierce,wounded,238,12,25,0,6,43,0,0,0,0,0,0,0,0,0,0,0
Infantry,Michigan,5th,de Trobriand,Birney,Sickles,Union,LTC John Pulford,wounded,216,30,74,1,7,112,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,40th,de Trobriand,Birney,Sickles,Union,COL Thomas Egan,wounded,431,39,121,1,7,168,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,110th,de Trobriand,Birney,Sickles,Union,LTC David Jones,wounded,152,18,34,0,0,52,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,1st,Carr ,Humphreys,Sickles,Union,LTC Clark Baldwin,wounded,321,35,77,0,32,144,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,11th,Carr ,Humphreys,Sickles,Union,LTC Porter Tripp,no,286,38,91,0,17,146,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,16th,Carr ,Humphreys,Sickles,Union,LTC Waldo Merriam,wounded,245,20,50,1,21,92,0,0,0,0,0,0,0,0,0,0,0
Infantry,New Hampshire,12th,Carr ,Humphreys,Sickles,Union,CPT John Langley,no,224,26,60,1,19,106,0,0,0,0,0,0,0,0,0,0,0
Infantry,New Jersey,11th,Carr ,Humphreys,Sickles,Union,COL Robert McAllister,wounded,275,38,112,0,6,156,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,26th,Carr ,Humphreys,Sickles,Union,MAJ Robert Bodine,no,365,62,146,1,6,215,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,70th,Brewster,Humphreys,Sickles,Union,COL J. Egbert Farnum,no,288,42,79,0,0,121,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,71st,Brewster,Humphreys,Sickles,Union,COL Henry Potter,wounded,243,17,66,0,9,92,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,72nd,Brewster,Humphreys,Sickles,Union,COL John Austin,wounded,305,15,85,1,10,111,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,73rd,Brewster,Humphreys,Sickles,Union,MAJ Michael Burns,no,349,59,88,1,8,156,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,74th,Brewster,Humphreys,Sickles,Union,LTC Thomas Holt,no,266,22,68,2,0,92,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,120th,Brewster,Humphreys,Sickles,Union,LTC Cornelius Westbrook,wounded,383,49,151,0,10,210,0,0,0,0,0,0,0,0,0,0,0
Infantry,New Hampshire,2nd,Burling,Humphreys,Sickles,Union,COL Edward Bailey,no,354,47,104,12,30,193,0,0,0,0,0,0,0,0,0,0,0
Infantry,New Jersey,5th,Burling,Humphreys,Sickles,Union,COL William Sewell,wounded,206,22,59,1,11,93,0,0,0,0,0,0,0,0,0,0,0
Infantry,New Jersey,6th,Burling,Humphreys,Sickles,Union,LTC Stephen Gilkyson,no,207,6,29,0,6,41,0,0,0,0,0,0,0,0,0,0,0
Infantry,New Jersey,7th,Burling,Humphreys,Sickles,Union,COL Louis Francine,mortally wounded,275,24,78,0,12,114,0,0,0,0,0,0,0,0,0,0,0
Infantry,New Jersey,8th,Burling,Humphreys,Sickles,Union,COL John Ramsey,wounded,170,15,31,1,1,48,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,115th,Burling,Humphreys,Sickles,Union,MAJ John Dunne,no,151,6,16,0,3,25,0,0,0,0,0,0,0,0,0,0,0
Artillery,US,"Battery K,  4th  Light",Randolph,Artillery_Bde,Sickles,Union,LT Francis Seeley,wounded,113,4,17,0,4,25,0,0,0,0,6,0,0,0,0,0,6
Artillery,New Jersey,"Battery B,  1st  Light",Randolph,Artillery_Bde,Sickles,Union,CPT Judson Clark,no,131,3,14,0,3,20,0,0,6,0,0,0,0,0,0,0,6
Artillery,New York,"Battery D,  1st  Light",Randolph,Artillery_Bde,Sickles,Union,CPT George Winslow,no,116,1,9,0,8,18,0,0,0,0,6,0,0,0,0,0,6
Artillery,New York,"Battery 4th,   Light",Randolph,Artillery_Bde,Sickles,Union,CPT James Smith,no,126,2,10,0,1,13,0,0,6,0,0,0,0,0,0,0,6
Artillery,Rhode Island,"Battery E,  1st  Light",Randolph,Artillery_Bde,Sickles,Union,LT John Bucklyn,wounded,108,5,23,1,1,30,0,0,0,0,6,0,0,0,0,0,6
Infantry,Massachusetts,18th,Tilton,Barnes,Sykes,Union,COL Joseph Hayes,wounded,139,2,14,1,3,20,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,22nd,Tilton,Barnes,Sykes,Union,LTC Thomas Sherwin,no,137,11,23,0,3,37,0,0,0,0,0,0,0,0,0,0,0
Infantry,Michigan,1st,Tilton,Barnes,Sykes,Union,COL Ira Abbott,wounded,145,8,33,0,6,47,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,118th,Tilton,Barnes,Sykes,Union,LTC James Gwyn,no,233,6,9,0,5,20,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,9th,Sweitzer,Barnes,Sykes,Union,COL Patrick Guiney,no,412,2,11,0,2,15,0,0,0,0,0,0,0,0,0,0,0
Infantry,Massachusetts,32nd,Sweitzer,Barnes,Sykes,Union,COL George Prescott,no,242,22,62,1,3,88,0,0,0,0,0,0,0,0,0,0,0
Infantry,Michigan,4th,Sweitzer,Barnes,Sykes,Union,COL Harrison Jeffords,mortally wounded,342,43,61,7,67,178,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,62nd,Sweitzer,Barnes,Sykes,Union,LTC James Hull,no,426,37,102,1,31,171,0,0,0,0,0,0,0,0,0,0,0
Infantry,Maine,20th,Vincent,Barnes,Sykes,Union,COL Joshua Chamberlain,no,386,43,88,1,4,136,0,0,0,0,0,0,0,0,0,0,0
Infantry,Michigan,16th,Vincent,Barnes,Sykes,Union,LTC Norval Welch,no,263,26,32,0,4,62,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,44th,Vincent,Barnes,Sykes,Union,COL James Rice,no,391,37,74,1,2,114,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,83rd,Vincent,Barnes,Sykes,Union,CPT Orpheus Woodward,no,295,17,35,0,0,52,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,3rd,Day,Ayres,Sykes,Union,CPT Henry Freedley,no,300,24,50,0,0,74,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,4th,Day,Ayres,Sykes,Union,"CPT Julius Adams, Jr.",no,173,17,23,0,0,40,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,6th,Day,Ayres,Sykes,Union,CPT Levi Bootes,no,150,11,33,0,0,44,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,12th,Day,Ayres,Sykes,Union,CPT Thomas Dunn,no,415,14,67,0,12,93,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,14th,Day,Ayres,Sykes,Union,MAJ Grotius Giddings,no,513,41,88,0,3,132,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,2nd,Burbank,Ayres,Sykes,Union,MAJ Arthur Lee,wounded,197,16,48,0,4,68,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,7th,Burbank,Ayres,Sykes,Union,CPT David Hancock,no,116,20,31,0,2,53,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,10th,Burbank,Ayres,Sykes,Union,CPT William Clinton,no,93,21,26,0,3,50,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,11th,Burbank,Ayres,Sykes,Union,MAJ DeLancey Floyd-Jones,no,286,38,76,0,8,122,0,0,0,0,0,0,0,0,0,0,0
Infantry,US,17th,Burbank,Ayres,Sykes,Union,LTC J. Durell Greene,no,260,38,107,0,6,151,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,140th,Weed,Ayres,Sykes,Union,COL Patrick O'Rorke,killed,453,40,76,0,1,117,0,0,0,0,0,0,0,0,0,0,0
Infantry,New York,146th,Weed,Ayres,Sykes,Union,COL Kenner Garrard,no,460,5,18,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,91st,Weed,Ayres,Sykes,Union,LTC Joseph Sinex,no,222,5,17,0,0,22,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,155th,Weed,Ayres,Sykes,Union,LTC John Cain,no,365,6,17,0,1,24,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,"1st  Reserves,  30th",McCandless,Crawford,Sykes,Union,COL William Talley,no,382,13,32,0,0,45,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,"2nd  Reserves,  31st",McCandless,Crawford,Sykes,Union,LTC George Woodward,no,235,11,28,0,0,39,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,"6th  Reserves,  35th",McCandless,Crawford,Sykes,Union,LTC Wellington Ent,no,327,3,21,0,0,24,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,"13th  Reserves,  42nd",McCandless,Crawford,Sykes,Union,COL Charles Taylor,killed,301,12,43,2,2,59,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,"5th  Reserves,  34th",Fisher,Crawford,Sykes,Union,LTC George Dare,no,288,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,"9th  Reserves,  38th",Fisher,Crawford,Sykes,Union,LTC James Snodgrass,no,325,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,"10th  Reserves,  39th",Fisher,Crawford,Sykes,Union,COL Adonirma Warner,no,401,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,"11th  Reserves,  40th",Fisher,Crawford,Sykes,Union,COL Samuel Jackson,no,327,5,37,0,0,42,0,0,0,0,0,0,0,0,0,0,0
Infantry,Pennsylvania,"12th  Reserves,  41st",Fisher,Crawford,Sykes,Union,COL Martin Hardin,no,276,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
Artillery,US,"Battery D,  5th",Martin,Artillery_Bde,Sykes,Union,LT Charles Hazlett,killed,68,7,6,0,0,13,0,0,6,0,0,0,0,0,0,0,6
Artillery,US,"Battery I,  5th",Martin,Artillery_Bde,Sykes,Union,LT Malbone Watson,wounded,71,4,14,3,1,22,4,0,0,0,0,0,0,0,0,0,4
Artillery,Massachusetts,"Battery C,  Light",Martin,Artillery_Bde,Sykes,Union,LT Aaron Walcott,no,115,0,6,0,0,6,0,0,0,0,6,0,0,0,0,0,6
